docid,class,year,peopl,on,game,time,first,govern,go,world,get,plai,two,film,compani,work,uk,show,sai,firm,against,want,just,music,back,best,told,win,market,number,plan,take,servic,includ,ad,report,wai,month,countri,set,player,befor,labour,000,need,week,parti,look,bbc,expect,three
politics.152,politics,0,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
politics.153,politics,1,1,0,0,0,0,4,0,1,0,0,0,0,0,2,4,1,2,0,0,1,0,0,0,0,1,2,0,2,5,0,0,0,0,0,1,0,3,0,0,0,3,1,3,0,0,0,1,2,0
politics.154,politics,1,0,1,1,1,0,1,1,0,2,0,1,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
politics.155,politics,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0
politics.156,politics,3,0,1,0,0,0,1,0,0,0,0,1,0,0,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
politics.157,politics,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,5,0,5,0,0
politics.158,politics,5,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
politics.159,politics,1,5,0,0,2,2,2,0,0,2,0,0,0,0,3,0,0,7,0,0,0,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,5,0,1,1,2,0,1,1,0
politics.160,politics,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0
politics.161,politics,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0
politics.162,politics,1,0,0,0,1,0,2,0,0,1,0,0,0,0,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
politics.163,politics,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0
politics.164,politics,1,3,0,0,0,3,0,0,2,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
politics.165,politics,0,1,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0
politics.166,politics,1,0,1,0,2,1,0,3,1,1,0,0,0,0,3,0,1,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1
politics.167,politics,1,0,1,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,4,0,0,0,1,0,1,0,1,3,0,0,0,1,0,0
politics.168,politics,5,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2,1,0
politics.169,politics,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
politics.170,politics,2,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,1,0,0,0,4,0,2,0,0,0,1,3,0,0,0,1,0,0,0,1,0,0,1,0,2
politics.171,politics,1,0,0,0,0,0,2,0,1,1,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0
politics.172,politics,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
politics.173,politics,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
politics.174,politics,0,1,0,0,0,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0
politics.175,politics,2,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,1,3,0,0,0,0,0,2,0,0,0,7,1,0,0,4,0,0,1,1
politics.176,politics,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
politics.177,politics,3,1,2,0,2,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
politics.178,politics,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
politics.179,politics,1,3,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0
politics.180,politics,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0
politics.181,politics,2,0,0,0,0,0,4,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,0,1,1,0,2
politics.182,politics,1,0,0,0,1,3,2,0,0,0,0,2,0,0,0,3,1,4,0,2,1,0,0,1,0,2,1,0,0,7,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0
politics.183,politics,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
politics.184,politics,0,0,1,0,4,0,4,0,0,1,0,1,0,0,0,0,0,4,0,0,1,1,0,0,0,4,0,0,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,2,0,1
politics.185,politics,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,1,0
politics.186,politics,0,0,0,1,3,1,1,0,0,2,0,0,0,0,1,0,1,3,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0
politics.187,politics,2,0,0,0,0,1,5,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
politics.188,politics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
politics.189,politics,0,0,0,0,2,2,0,0,4,0,0,0,0,0,2,1,0,3,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,2,0,0,2,1,0,0
politics.190,politics,0,0,0,1,6,0,0,1,3,0,2,1,0,0,1,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
politics.191,politics,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0
politics.192,politics,2,2,0,0,0,0,7,0,0,1,0,0,0,0,0,5,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0,1
politics.193,politics,1,2,1,0,0,0,3,0,1,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,3,0
politics.194,politics,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
politics.195,politics,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,3,0,0,0,2,0,0,2,1,2,0,0,2,0,1,1,3,0,0,0,0,0,2,1,0,0,1,0,0
politics.196,politics,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,7,0,0,0,2,1,9,0,0
politics.197,politics,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0
politics.198,politics,0,4,0,0,2,0,1,1,0,0,0,0,0,0,2,1,0,2,0,0,4,0,0,3,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0
politics.199,politics,0,0,0,20,0,0,2,2,0,0,5,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,3,0,0,1,0,2,0
politics.200,politics,1,6,1,0,1,0,1,1,0,3,0,0,0,0,0,0,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0
politics.201,politics,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,1,4,0,0,0,0,4,0,0,1,1,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,4,0,3,2,0
politics.202,politics,2,1,2,0,3,0,2,5,1,0,0,0,0,0,0,0,1,0,0,1,2,1,0,1,0,1,0,1,0,4,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,2
politics.203,politics,1,0,0,0,1,0,2,0,0,2,0,1,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
politics.204,politics,2,1,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
politics.205,politics,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
politics.206,politics,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
politics.207,politics,3,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0
politics.208,politics,0,0,0,0,1,0,4,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0
politics.209,politics,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
politics.210,politics,0,2,2,0,0,0,2,1,0,1,0,0,0,1,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,10,1,0,0,1,0,3,0,0,0,0,3,1,0,0,0,0,1,0
politics.211,politics,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
politics.212,politics,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0
politics.213,politics,1,2,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,1,0,0,5,3,1,0,2,0,0,1,0
politics.214,politics,0,6,1,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,3,1,0,2,1,0,0,0,0,0
politics.215,politics,5,2,1,0,0,0,1,2,0,5,0,1,0,0,0,7,0,2,1,1,1,0,0,0,0,0,0,0,2,0,0,2,0,1,3,0,0,3,1,0,1,0,1,1,1,0,2,0,0,1
politics.216,politics,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,4,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
politics.217,politics,0,3,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
politics.218,politics,1,1,2,0,2,0,2,0,0,4,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,5,0,0,0,2,0,0,0,0,2,2,2,2,0,0,1,1,0,1,0,1,0,3,1,0
politics.219,politics,0,4,1,3,0,1,0,2,0,1,0,0,0,0,3,0,0,0,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
politics.220,politics,1,1,2,0,0,0,1,0,1,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,7,1,0,0,2,2,2,0,2,2,1,1,0
politics.221,politics,2,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,2,0,1,0,0,0
politics.222,politics,0,1,2,0,0,1,4,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
politics.223,politics,1,4,0,0,0,1,1,1,1,3,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0
politics.224,politics,1,2,3,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
politics.225,politics,0,1,0,0,0,1,1,1,0,2,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,5,1,0,0,1,1,0,0,0,0,1,0,0,1,0,2,4,0,1,2,3,0,1,0,0
politics.226,politics,0,2,0,0,0,0,5,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5,0,2,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0
politics.227,politics,2,0,0,0,1,2,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,2,1,0,0,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,2,2,0
politics.228,politics,0,3,2,0,3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,6,0,0,0,3,0,0,0,0
politics.229,politics,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,4,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
politics.230,politics,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
politics.231,politics,1,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
politics.232,politics,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,1,0,0
politics.233,politics,2,0,0,0,1,0,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0
politics.234,politics,2,7,1,0,2,0,2,1,0,1,0,1,0,0,2,0,1,0,0,0,4,0,0,1,1,0,0,0,3,5,0,3,2,0,0,1,0,0,0,0,3,0,2,0,0,1,0,0,3,1
politics.235,politics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,0,0,0,0
politics.236,politics,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
politics.237,politics,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
politics.238,politics,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,2,0,0,0,1,0,0,1,7,0,0,0,1,0,0,0,0
politics.239,politics,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0
politics.240,politics,2,0,0,1,0,0,4,1,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
politics.241,politics,8,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,1,8,1,0,0,1,0,0,2,0,0,0,0,0,1,0,2,3,0,2
politics.242,politics,4,0,0,0,2,1,7,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,1,1,0,1
politics.243,politics,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
politics.244,politics,0,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
politics.245,politics,0,1,1,0,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,1,0,0,0,0,3,0,1,2,0,0,0,3,0
politics.246,politics,0,4,1,0,2,0,1,4,0,2,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
politics.247,politics,0,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
politics.248,politics,1,1,2,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
politics.249,politics,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
politics.250,politics,2,3,4,0,4,0,5,4,1,8,0,1,0,0,3,2,0,1,1,2,4,0,0,0,1,0,0,0,1,3,2,0,2,0,1,2,0,1,0,0,1,2,1,0,0,3,0,0,2,0
politics.251,politics,1,0,0,0,4,1,4,0,1,3,0,3,0,0,1,0,0,1,0,0,0,1,0,2,1,1,0,0,0,2,1,0,0,2,0,1,0,3,4,0,2,1,0,0,1,0,0,0,0,0
politics.252,politics,2,1,0,0,2,0,3,1,0,2,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,2,1,0,0,0,0,0,2,2,0,1,0,1,1,2,0,0
politics.253,politics,1,1,2,0,2,0,2,0,0,4,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,5,0,0,0,2,0,0,0,0,2,2,2,2,0,0,1,1,0,1,0,1,0,3,1,0
politics.254,politics,2,0,1,0,0,2,2,0,0,1,1,4,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,2,1,0,0,0,0,0,1,1,0,1,0,0,5,0,0,1,1,1,0,0,0
politics.255,politics,0,0,1,0,1,0,4,1,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,1,4,4,1,3,0,0,1,6,0,0,0,0,0,2,1,0
politics.256,politics,0,2,0,0,0,0,5,1,0,3,1,1,0,0,0,0,0,4,0,1,1,0,0,2,0,4,2,0,0,0,0,0,0,0,0,5,1,0,0,0,1,10,0,1,1,4,0,3,1,0
politics.257,politics,1,1,0,0,0,0,3,1,0,2,0,2,0,0,1,0,1,2,0,1,0,0,0,3,0,5,1,0,0,0,0,1,0,1,5,2,0,0,0,0,1,9,0,1,0,7,0,1,0,0
politics.258,politics,0,3,3,0,4,0,1,2,0,1,0,7,0,0,0,0,0,1,0,0,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,8,0,0,1,5,0,0,1,0
politics.259,politics,0,3,2,0,0,1,0,0,0,2,0,0,0,0,0,0,4,2,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1
politics.260,politics,3,2,0,0,2,1,2,1,1,2,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,6,1,0,0,2,1,0,0,0,3,1,0,1,0,0,1,7,0,1,0,2,0,1,0,0
politics.261,politics,3,1,2,0,0,1,0,1,0,0,1,2,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,9,0,0,1,2,2,0,0,0
politics.262,politics,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,1,2,2,0,1,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,4,0,0,1,3,0,1,1,0
politics.263,politics,0,1,9,1,1,0,0,1,0,6,0,2,0,0,0,0,0,0,0,0,4,5,0,0,2,1,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,1,3,0,2,1,0,0,0
politics.264,politics,0,1,1,0,2,1,1,0,0,2,0,1,0,0,2,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,2,7,0,1,1,3,2,0,0,1
politics.265,politics,0,2,0,0,0,0,5,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7,0,3,0,0,0,0,0,0,0,0,0,2,1,3,0,1,0,0,0,0
politics.266,politics,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
politics.267,politics,1,1,2,1,0,0,2,3,3,0,0,0,0,0,1,1,1,4,0,0,1,5,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,4,1,0,0,0
politics.268,politics,1,7,4,0,0,1,2,3,0,0,1,1,0,0,4,0,1,1,0,1,3,0,0,2,0,5,1,0,0,1,0,1,0,1,1,1,0,2,0,0,0,11,1,2,0,3,0,1,0,0
politics.269,politics,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0
politics.270,politics,0,2,1,0,6,3,1,2,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,1,0,1,1,0,1,0,1,4,0,0,0,2,0,1,0,0
politics.271,politics,0,3,1,0,0,0,6,6,1,1,0,1,0,0,0,0,1,2,0,0,0,1,0,2,0,1,1,0,0,2,1,4,0,2,0,0,0,1,0,0,0,3,0,0,0,1,0,1,1,1
politics.272,politics,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,13,1,0,2,0
politics.273,politics,0,0,0,0,1,0,6,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
politics.274,politics,0,0,3,0,1,0,1,0,5,1,0,0,0,0,0,0,1,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,2,0,0,0,0
politics.275,politics,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,1,0,0,5,0,2,0,1,1,0,0,0,0,0,1,3,0,0,0,4,0,1,1,0
politics.276,politics,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,8,1,1,0,1,0,0,0,0
politics.277,politics,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,1,6,0,0,0,4,0,0,0,0
politics.278,politics,0,0,4,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,6,1,1,0,3,0,0,0,1
politics.279,politics,0,1,0,0,1,0,2,1,2,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0
